2023-08-07 22:48:37,379 [1] INFO  Info - 数据插入成功！
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-14 14:53:35,301 [1] INFO  n2nmc.View.Pagey.Page1 - user: hhh, p: 
2023-08-14 14:53:35,302 [1] INFO  n2nmc.View.Pagey.Page1 - user: hhh, p: 
2023-08-14 14:53:35,302 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjcdsb, p: 
2023-08-14 14:53:35,302 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjcdsb, p: 
2023-08-14 14:53:53,049 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-14 14:53:53,057 [1] INFO  n2nmc.View.Pagey.Page2 - 在运行
2023-08-14 14:53:53,065 [1] INFO  n2nmc.View.Pagey.Page2 - edge, 21508
2023-08-14 14:53:53,995 [1] INFO  n2nmc.View.Pagey.Page1 - D:\n2n\project\N2Nmc\N2Nmc\bin\x64\Release\net6.0-windows\edge\edge.exe -c wlzx -k 123456 -l 14.29.239.175:7777
2023-08-14 14:53:56,620 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge_utils.c:3168] adding supernode = 14.29.239.175:7777
2023-08-14 14:53:56,621 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1028] WARNING: switching to AES as key was provided
2023-08-14 14:53:56,621 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1068] starting n2n edge 3.1.1-71-g9618512-dirty-r1255 x64_static Jan 31 2023 16:38:26
2023-08-14 14:53:56,621 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1074] using compression: none.
2023-08-14 14:53:56,622 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1075] using AES cipher.
2023-08-14 14:53:56,633 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge_utils.c:392] number of supernodes in the list: 1
2023-08-14 14:53:56,633 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge_utils.c:394] supernode 0 => 14.29.239.175:7777
2023-08-14 14:53:56,634 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge_utils.c:483] successfully created resolver thread
2023-08-14 14:53:56,635 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1105] automatically assign IP address by supernode
2023-08-14 14:53:56,635 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1177] send REGISTER_SUPER to supernode [14.29.239.175:7777] asking for IP address
2023-08-14 14:53:56,684 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:56 [edge.c:1188] received REGISTER_SUPER_ACK from supernode for IP address asignment
2023-08-14 14:53:57,838 [1] INFO  n2nmc.View.Pagey.Page3 - 确定。
2023-08-14 14:53:57,875 [1] INFO  n2nmc.View.Pagey.Page3 - Open device [name={2D89176E-3000-43FE-944E-A0B0E6CAC934}][ip=172.18.134.243][ifName=本地连接][MTU=1290][mac=00:FF:2D:89:17:6E]
2023-08-14 14:53:57,876 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:57 [edge.c:1214] created local tap device IP: 172.18.134.243, Mask: 255.255.255.0, MAC: 00:FF:2D:89:17:6E
2023-08-14 14:53:57,876 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:57 [edge.c:1307] edge started
2023-08-14 14:53:57,883 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:57 [edge_utils.c:1159] successfully joined multicast group 224.0.0.68:1968
2023-08-14 14:53:57,927 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:53:57 [edge_utils.c:2527] [OK] edge <<< ================ >>> supernode
2023-08-14 14:53:58,600 [1] INFO  N2Nmc.View.room - [{"_tag": "H3jr", "_type": "row", "community": "wlzx", "ip4addr": "172.18.134.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:27959", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1691996036}]
2023-08-14 14:54:00,593 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-14 14:54:00,597 [1] INFO  n2nmc.View.Pagey.Page2 - 在运行
2023-08-14 14:54:00,601 [1] INFO  n2nmc.View.Pagey.Page2 - edge, 13092
2023-08-14 14:54:00,951 [1] INFO  n2nmc.View.Pagey.Page1 - D:\n2n\project\N2Nmc\N2Nmc\bin\x64\Release\net6.0-windows\edge\edge.exe -c wlzx -k 123456 -l 14.29.239.175:7777
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-14 14:54:03,201 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: hhh, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: hhh, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjcdsb, p: 
2023-08-14 14:54:03,202 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjcdsb, p: 
2023-08-14 14:54:04,392 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge_utils.c:3168] adding supernode = 14.29.239.175:7777
2023-08-14 14:54:04,393 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1028] WARNING: switching to AES as key was provided
2023-08-14 14:54:04,393 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1068] starting n2n edge 3.1.1-71-g9618512-dirty-r1255 x64_static Jan 31 2023 16:38:26
2023-08-14 14:54:04,393 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1074] using compression: none.
2023-08-14 14:54:04,393 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1075] using AES cipher.
2023-08-14 14:54:04,399 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge_utils.c:392] number of supernodes in the list: 1
2023-08-14 14:54:04,399 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge_utils.c:394] supernode 0 => 14.29.239.175:7777
2023-08-14 14:54:04,400 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge_utils.c:483] successfully created resolver thread
2023-08-14 14:54:04,400 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1105] automatically assign IP address by supernode
2023-08-14 14:54:04,401 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1177] send REGISTER_SUPER to supernode [14.29.239.175:7777] asking for IP address
2023-08-14 14:54:04,441 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:04 [edge.c:1188] received REGISTER_SUPER_ACK from supernode for IP address asignment
2023-08-14 14:54:05,098 [1] INFO  n2nmc.View.Pagey.Page3 - 确定。
2023-08-14 14:54:05,123 [1] INFO  n2nmc.View.Pagey.Page3 - Open device [name={2D89176E-3000-43FE-944E-A0B0E6CAC934}][ip=172.18.134.243][ifName=本地连接][MTU=1290][mac=00:FF:2D:89:17:6E]
2023-08-14 14:54:05,129 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:05 [edge.c:1214] created local tap device IP: 172.18.134.243, Mask: 255.255.255.0, MAC: 00:FF:2D:89:17:6E
2023-08-14 14:54:05,130 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:05 [edge.c:1307] edge started
2023-08-14 14:54:05,131 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:05 [edge_utils.c:1159] successfully joined multicast group 224.0.0.68:1968
2023-08-14 14:54:05,171 [1] INFO  n2nmc.View.Pagey.Page3 - 14/Aug/2023 14:54:05 [edge_utils.c:2527] [OK] edge <<< ================ >>> supernode
2023-08-14 14:54:05,441 [1] INFO  N2Nmc.View.room - [{"_tag": "i3OZ", "_type": "row", "community": "wlzx", "ip4addr": "172.18.134.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:27970", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1691996044}]
2023-08-14 15:15:55,457 [1] INFO  N2Nmc.View.room - [{"_tag": "HUgs", "_type": "row", "community": "wlzx", "ip4addr": "172.18.134.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:27970", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1691997337}, {"_tag": "HUgs", "_type": "row", "community": "wlzx", "ip4addr": "172.18.134.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:28665", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1691997342}]
2023-08-14 15:37:05,807 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-14 15:37:05,812 [1] INFO  n2nmc.View.Pagey.Page2 - 在运行
2023-08-14 15:37:05,817 [1] INFO  n2nmc.View.Pagey.Page2 - edge, 22296
2023-08-14 15:37:06,561 [1] INFO  n2nmc.View.Pagey.Page1 - D:\n2n\project\N2Nmc\N2Nmc\bin\x64\Release\net6.0-windows\edge\edge.exe -c wlzx -k 123456 -l 14.29.239.175:7777
2023-08-14 15:37:10,195 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-14 15:37:10,204 [1] INFO  n2nmc.View.Pagey.Page2 - 不在运行
2023-08-18 21:59:31,704 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-18 21:59:31,750 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-18 21:59:31,751 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLO, p: 
2023-08-18 21:59:31,752 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLO, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOL, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOL, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjhdsb, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjhdsb, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: lolo, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: lolo, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLo, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLo, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: yunshenbuzhichu, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: yunshenbuzhichu, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: longyue, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: longyue, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: zxcvb, p: 
2023-08-18 21:59:31,753 [1] INFO  n2nmc.View.Pagey.Page1 - user: zxcvb, p: 
2023-08-18 22:01:16,665 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-18 22:01:16,666 [1] INFO  n2nmc.View.Pagey.Page1 - user: ggsgs, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: qwe, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: wang, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: ccxczc, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: oopkk, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLO, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLO, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOL, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOL, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjhdsb, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: xjhdsb, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: lolo, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: lolo, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLo, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: LOLo, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: yunshenbuzhichu, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: yunshenbuzhichu, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: clod, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: longyue, p: 
2023-08-18 22:01:16,667 [1] INFO  n2nmc.View.Pagey.Page1 - user: longyue, p: 
2023-08-18 22:01:16,668 [1] INFO  n2nmc.View.Pagey.Page1 - user: zxcvb, p: 
2023-08-18 22:01:16,668 [1] INFO  n2nmc.View.Pagey.Page1 - user: zxcvb, p: 
2023-08-18 22:01:22,020 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge_utils.c:3168] adding supernode = 14.29.239.175:7777
2023-08-18 22:01:22,022 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1028] WARNING: switching to AES as key was provided
2023-08-18 22:01:22,022 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1068] starting n2n edge 3.1.1-71-g9618512-dirty-r1255 x64_static Jan 31 2023 16:38:26
2023-08-18 22:01:22,023 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1074] using compression: none.
2023-08-18 22:01:22,023 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1075] using AES cipher.
2023-08-18 22:01:22,025 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge_utils.c:392] number of supernodes in the list: 1
2023-08-18 22:01:22,027 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge_utils.c:394] supernode 0 => 14.29.239.175:7777
2023-08-18 22:01:22,028 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge_utils.c:483] successfully created resolver thread
2023-08-18 22:01:22,028 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1105] automatically assign IP address by supernode
2023-08-18 22:01:22,029 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1177] send REGISTER_SUPER to supernode [14.29.239.175:7777] asking for IP address
2023-08-18 22:01:22,069 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:22 [edge.c:1188] received REGISTER_SUPER_ACK from supernode for IP address asignment
2023-08-18 22:01:23,158 [1] INFO  n2nmc.View.Pagey.Page3 - 确定。
2023-08-18 22:01:23,186 [1] INFO  n2nmc.View.Pagey.Page3 - Open device [name={2D89176E-3000-43FE-944E-A0B0E6CAC934}][ip=172.21.9.244][ifName=本地连接][MTU=1290][mac=00:FF:2D:89:17:6E]
2023-08-18 22:01:23,187 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:23 [edge.c:1214] created local tap device IP: 172.21.9.244, Mask: 255.255.255.0, MAC: 00:FF:2D:89:17:6E
2023-08-18 22:01:23,187 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:23 [edge.c:1307] edge started
2023-08-18 22:01:23,195 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:23 [edge_utils.c:1159] successfully joined multicast group 224.0.0.68:1968
2023-08-18 22:01:23,273 [1] INFO  n2nmc.View.Pagey.Page3 - 18/Aug/2023 22:01:23 [edge_utils.c:2527] [OK] edge <<< ================ >>> supernode
2023-08-18 22:01:25,123 [1] INFO  N2Nmc.View.room - [{"_tag": "gMlT", "_type": "row", "community": "hyj945123", "ip4addr": "172.21.9.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:17090", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692367275}]
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: hyj945123, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan123, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan12345, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan234, p: 
2023-08-18 22:04:47,410 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-18 22:04:47,411 [1] INFO  n2nmc.View.Pagey.Page1 - user: qweqwe, p: 
2023-08-18 22:04:47,411 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
2023-08-18 22:04:47,411 [1] INFO  n2nmc.View.Pagey.Page1 - user: hkn, p: 
